一,A00001
𢿕,C04663
𢿖,C04664
𢿓,C04665
㪥,C04666
㪤,C04667
𢿎,C04668
𢿈,C04669
㪨,C04670
𢿲,C04671
敼,C04672
𢿞,C04673
𢿤,C04674
㪩,C04675
𢿸,C04676
𢿭,C04677
𢿳,C04678
𢿴,C04679
𢿵,C04680
𢿽,C04681
𣀀,C04682
𣀊,C04683
𣀆,C04684
𣀏,C04685
𣀉,C04686
𣀂,C04687
𣀁,C04688
𣀒,C04689
𣀘,C04690
㪬,C04691
𣀔,C04692
𣀐,C04693
𣀠,C04694
𣀡,C04695
𣀞,C04696
𣀝,C04697
𣀧,C04698
𣀣,C04699
𣀥,C04700
㪭,C04701
𣀫,C04702
𣀯,C04703
𣀱,C04704
㪮,C04705
𣀳,C04706
𣀷,C04707
𣀶,C04708
𣀼,C04709
㪱,C04710
𣁗,C04711
𣁜,C04712
𣁟,C04713
𣁢,C04714
斘,C04715
㪴,C04716
㪵,C04717
𣁵,C04718
𣁳,C04719
𣁴,C04720
𣁷,C04721
𣂄,C04722
𣂁,C04723
𣂆,C04724
𣂉,C04725
㪹,C04726
斢,C04727
㪺,C04728
斣,C04729
㪻,C04730
斦,C04731
㪼,C04732
㪾,C04733
𣂞,C04734
𣂤,C04735
𣂵,C04736
𣂮,C04737
㫂,C04738
𣂻,C04739
斳,C04740
𣂽,C04741
𣂿,C04742
𣃈,C04743
𣃍,C04744
斸,C04745
㫃,C04746
𣃘,C04747
斺,C04748
𣬵,C04749
𣃝,C04750
𣃧,C04751
𣃦,C04752
㫊,C04753
旇,C04754
𣃳,C04755
𣃾,C04756
𣃽,C04757
旔,C04758
𣄉,C04759
㫍,C04760
𣄎,C04761
𣄑,C04762
𣄏,C04763
㫎,C04764
𣄙,C04765
㫏,C04766
𣄝,C04767
𣄟,C04768
𣄠,C04769
𣄧,C04770
旡,C04772
𣄮,C04773
𣄰,C04774
𣄲,C04775
𣄱,C04776
𣄴,C04777
𣄸,C04778
㫐,C04779
旫,C04780
𣄿,C04781
𣅉,C04782
㫒,C04783
㫓,C04784
旲,C04785
旵,C04786
昋,C04787
𣅟,C04788
㫙,C04789
𣅥,C04790
𣅤,C04791
𣅡,C04792
昍,C04793
𣅚,C04794
旿,C04795
昅,C04797
旽,C04798
昑,C04799
昐,C04800
㫘,C04801
𣅝,C04802
昹,C04803
㫠,C04804
昩,C04805
昛,C04806
㫜,C04807
㫞,C04808
㫛,C04809
𣅺,C04810
昤,C04811
㫟,C04812
㫝,C04813
昣,C04814
昮,C04815
𣅷,C04816
𣅻,C04817
昪,C04818
𣆙,C04820
𣆖,C04821
晐,C04822
晆,C04823
𣆘,C04824
晎,C04825
𣆝,C04826
𣆒,C04827
晀,C04828
𣆔,C04829
𣆕,C04830
晑,C04831
𣆗,C04832
㫰,C04833
㫲,C04834
𣆳,C04835
𣆲,C04836
晘,C04837
𣇢,C04838
晗,C04839
㫱,C04840
𣆽,C04841
𣇬,C04842
晱,C04843
𣇩,C04844
㫷,C04845
㫸,C04846
晽,C04847
㫶,C04848
晫,C04849
𣈡,C04850
𣇫,C04851
晿,C04852
晹,C04853
晪,C04854
㫽,C04855
㫵,C04856
𣇦,C04857
𣇧,C04858
𣆴,C04859
晲,C04860
𣇲,C04861
㫻,C04862
𣇰,C04863
晵,C04864
㫹,C04865
𣈠,C04866
暓,C04867
暙,C04868
㬏,C04869
暔,C04870
暊,C04871
㬂,C04872
㬃,C04873
㬇,C04874
㬋,C04875
𣈥,C04876
𣉑,C04877
㬊,C04878
晸,C04879
暛,C04880
𣉒,C04881
𣉪,C04882
𣉔,C04883
𣉕,C04884
𣉓,C04885
暥,C04886
𣉗,C04887
㬈,C04888
𣉚,C04889
暟,C04890
𣉜,C04891
暚,C04892
暣,C04893
𣉛,C04894
㬎,C04895
𣉘,C04896
𣉙,C04897
暲,C04898
暶,C04899
𣊶,C04900
㬚,C04901
暳,C04902
𣊝,C04903
𣉿,C04904
暷,C04905
㬓,C04906
暪,C04907
㬒,C04908
暯,C04909
㬔,C04910
暼,C04911
𣊔,C04912
𣊁,C04913
暬,C04914
𣊞,C04915
暽,C04916
𣋄,C04917
曂,C04918
暸,C04919
曃,C04920
㬘,C04921
𣊟,C04922
暻,C04923
暺,C04924
曌,C04925
㬗,C04926
㬛,C04927
𣋊,C04928
𣋋,C04929
曔,C04930
曕,C04931
𣋍,C04932
𣋟,C04933
曘,C04934
𣋞,C04935
㬦,C04936
㬣,C04937
𣋣,C04938
曞,C04939
𣋵,C04940
𣋲,C04941
𣋶,C04942
曤,C04943
曥,C04944
𣋿,C04945
曧,C04946
𣌓,C04947
㬬,C04948
㬯,C04949
曪,C04950
曫,C04951
㬮,C04952
𣌗,C04953
𣌜,C04954
曱,C04955
㫗,C04956
𣌨,C04957
𣌧,C04958
𣌾,C04959
𣍇,C04960
𣍆,C04961
朆,C04962
𣍏,C04963
㬲,C04964
𣍒,C04965
𣍖,C04966
𣍛,C04967
𣍟,C04968
䶻,C04969
朊,C04970
㬳,C04971
𣍥,C04972
𣍦,C04973
朎,C04974
𦚹,C04975
㬵,C04976
㬴,C04977
朚,C04978
𣍴,C04979
㬸,C04980
𣍺,C04981
䶽,C04982
𣎅,C04983
朠,C04984
𣎗,C04985
㬻,C04986
㬼,C04987
𣎓,C04988
𣎔,C04989
㬿,C04990
𣎛,C04991
𣎟,C04992
𣎚,C04993
𣎜,C04994
𣎮,C04995
𣎩,C04996
𣎱,C04997
𣎲,C04998
𣎳,C04999
𣎴,C05000
𣎵,C05001
𣎺,C05002
𣎸,C05003
朷,C05004
𣏀,C05005
㭁,C05006
朲,C05007
朳,C05008
杛,C05009
杍,C05010
𣏑,C05011
㭂,C05012
杚,C05013
杔,C05014
杒,C05015
杋,C05016
𣏒,C05017
㭄,C05018
杘,C05019
𣏗,C05020
枈,C05021
杺,C05022
𣏖,C05023
枟,C05024
𣏕,C05025
㭈,C05026
枑,C05027
枙,C05028
𣏞,C05029
杫,C05030
𣏡,C05031
𣏠,C05032
𣏙,C05033
㭌,C05034
枖,C05035
枂,C05036
枃,C05037
杽,C05038
极,C05039
杸,C05040
杹,C05041
𣏚,C05042
枊,C05043
枔,C05044
枛,C05045
㭇,C05046
𣏟,C05047
𣏋,C05048
𣏶,C05049
𣐃,C05050
㭉,C05051
柼,C05052
柆,C05053
㭑,C05054
柡,C05055
㭕,C05056
𣐎,C05057
𣐋,C05058
𣑁,C05059
柨,C05060
柭,C05061
柌,C05062
𣐓,C05063
𣐊,C05064
柖,C05065
枮,C05066
㭒,C05067
柦,C05068
柛,C05069
柺,C05070
𣐏,C05071
𣐒,C05072
𣐑,C05073
柉,C05074
㭔,C05075
𣐰,C05076
柇,C05077
柊,C05078
柃,C05079
柪,C05080
桊,C05081
枼,C05082
柋,C05083
𣐻,C05084
样,C05085
𣐿,C05086
栦,C05087
栤,C05088
栨,C05089
㭢,C05090
㭜,C05091
栮,C05092
㭙,C05093
桍,C05094
栛,C05095
栶,C05096
㭞,C05097
𣑹,C05098
𣑂,C05099
㭠,C05100
𣑫,C05101
栬,C05102
㭚,C05103
栙,C05104
栿,C05105
桖,C05106
㭡,C05107
栺,C05108
㭘,C05109
㭛,C05110
𣑃,C05111
栥,C05112
㭝,C05113
𣑸,C05114
栠,C05115
桇,C05116
桫,C05117
𣒂,C05118
梈,C05119
桲,C05120
𣒆,C05121
梪,C05122
梀,C05123
㭪,C05124
㭯,C05125
𣒸,C05126
㭬,C05127
桱,C05128
桾,C05129
梞,C05130
𣒺,C05131
梶,C05132
梛,C05133
𣒹,C05134
梖,C05135
梘,C05136
梋,C05137
㭭,C05138
梠,C05139
梉,C05140
梤,C05141
㭩,C05142
桸,C05143
桳,C05144
㭫,C05145
𣒻,C05146
𣒇,C05147
梚,C05148
桻,C05149
梎,C05150
梎,C05151
梑,C05152
梌,C05153
𣒃,C05154
𣒷,C05155
梊,C05156
梷,C05157
桽,C05158
棛,C05159
椋,C05160
椊,C05161
棭,C05162
㭽,C05163
椗,C05164
棎,C05165
𣓉,C05166
棈,C05167
㮇,C05168
㮀,C05169
𣔭,C05170
𣔮,C05171
𣓊,C05172
𣔯,C05173
𣓈,C05174
㮈,C05175
㭺,C05176
㭹,C05177
㭾,C05178
椃,C05179
𣓋,C05180
𣓃,C05181
𣒄,C05182
𣓒,C05183
㭿,C05184
棝,C05185
棞,C05186
㭼,C05187
棾,C05188
𣓅,C05189
棦,C05190
𣓆,C05191
㮁,C05192
棥,C05193
棴,C05194
𣓏,C05195
椞,C05196
𣓕,C05197
𣓔,C05198
𣓝,C05199
椂,C05200
棑,C05201
𣔫,C05202
椆,C05203
𣖣,C05204
㭸,C05205
㮃,C05206
𣓗,C05207
𣓌,C05208
𣓛,C05209
𣔬,C05210
棔,C05211
棩,C05212
棙,C05213
椕,C05215
椥,C05216
𣔓,C05217
棇,C05218
𣓧,C05219
㭰,C05220
㮂,C05221
㮅,C05222
楁,C05223
𣔻,C05224
楴,C05225
楌,C05226
𣔿,C05227
𣕂,C05228
椻,C05229
楋,C05230
楆,C05231
㮏,C05232
㮖,C05233
㮜,C05234
椷,C05235
楲,C05236
㮟,C05237
㮕,C05238
𣔸,C05239
楜,C05240
㮛,C05241
楏,C05242
㮘,C05243
楑,C05244
椲,C05245
𣔺,C05246
楒,C05247
㮙,C05248
椯,C05249
㮐,C05250
𣕎,C05251
𣕅,C05252
㮔,C05253
椱,C05254
㮑,C05255
𣔹,C05256
𣔷,C05257
𣕌,C05258
楻,C05259
椺,C05260
𣕄,C05261
椼,C05262
㮹,C05263
㮝,C05264
𣖤,C05265
𣔽,C05266
𣕇,C05267
𣔵,C05268
𣕁,C05269
㮗,C05270
榚,C05271
槏,C05272
㮶,C05273
𣖬,C05274
榏,C05275
㮫,C05276
𣖸,C05277
榳,C05278
𣖵,C05279
榓,C05280
㮭,C05281
榪,C05282
㮦,C05283
榡,C05284
𣖿,C05285
槅,C05286
𣖾,C05287
榸,C05288
㮪,C05289
𣗁,C05290
槈,C05291
榞,C05292
槙,C05293
𣖻,C05294
㮷,C05295
𣗃,C05296
榺,C05297
榗,C05298
𣖭,C05299
榒,C05300
榐,C05301
槂,C05302
榵,C05303
𣖨,C05304
㮱,C05305
𣖫,C05306
𣖮,C05307
榲,C05308
𣖪,C05309
𣗐,C05310
榥,C05311
㮨,C05312
槆,C05313
㮯,C05314
𣖱,C05315
㮩,C05316
㮰,C05317
㮧,C05318
𣖼,C05319
㮲,C05320
榣,C05321
𣖷,C05322
㮝,C05323
㮥,C05324
𣖰,C05325
㮴,C05326
㮬,C05327
𣗺,C05328
𣗻,C05329
𣖹,C05330
槣,C05331
樎,C05332
𣙵,C05333
樈,C05334
㯎,C05335
𣘚,C05336
𣘨,C05337
槦,C05338
樜,C05339
樚,C05340
㯆,C05341
㯅,C05342
㯠,C05343
槻,C05344
樍,C05345
槼,C05346
㯊,C05347
槫,C05348
𣘪,C05349
𣘲,C05350
𣘗,C05351
𣘣,C05352
㯂,C05353
𣙴,C05354
樉,C05355
㯙,C05356
樋,C05357
㯃,C05358
𣙶,C05359
㯁,C05360
樄,C05361
樘,C05362
𣘮,C05363
𣘘,C05364
樥,C05365
𣘻,C05366
𣘥,C05367
樏,C05368
槶,C05369
㮿,C05370
槵,C05371
槯,C05372
樌,C05373
樦,C05374
𣘠,C05375
𣙱,C05376
𣘧,C05377
𣘤,C05378
槰,C05379
樢,C05380
𣘖,C05381
樇,C05382
𣘛,C05383
槴,C05384
𣘱,C05385
㯋,C05386
𣙰,C05387
𣘬,C05388
𣘯,C05389
㯄,C05390
𣘦,C05391
𣘟,C05392
樖,C05393
橏,C05394
橣,C05395
𣚌,C05396
橔,C05397
橂,C05398
橯,C05399
橩,C05400
𣚪,C05401
橠,C05402
樼,C05403
橒,C05404
𣚝,C05405
𣙿,C05406
𣚒,C05407
㯛,C05408
橞,C05409
𣚢,C05410
㯘,C05411
𣚯,C05412
㯕,C05413
橃,C05414
樳,C05415
㯢,C05416
橬,C05417
橖,C05418
橕,C05419
𣙻,C05420
橗,C05421
𣛫,C05422
𣚀,C05423
𣚕,C05424
橍,C05425
㯗,C05426
橌,C05427
𣚠,C05428
橎,C05429
𣚡,C05430
𣚔,C05431
𣚙,C05432
橮,C05433
㯡,C05434
𣚎,C05435
㯞,C05436
㯥,C05437
㯤,C05438
𣚘,C05439
𣚏,C05440
𣚇,C05441
𣚄,C05442
𣝥,C05443
橆,C05444
㯔,C05445
𣚩,C05446
檤,C05447
檨,C05448
𣜆,C05449
𣜍,C05450
𣛱,C05451
𣜄,C05452
檑,C05453
𣜂,C05454
橽,C05455
㯱,C05456
橿,C05457
檦,C05458
𣜇,C05459
檋,C05460
檊,C05461
㯲,C05462
檚,C05463
𣛺,C05464
𣛷,C05465
𣛴,C05466
㯫,C05467
檅,C05468
檧,C05469
檙,C05471
𣛸,C05472
㯝,C05473
檂,C05474
檈,C05475
檌,C05476
㯮,C05477
𣛹,C05478
𣛽,C05479
𣜤,C05480
㯯,C05481
𣛻,C05482
𣜹,C05483
𣜺,C05484
㯬,C05485
檒,C05486
𣙼,C05487
𣞇,C05488
檺,C05489
𣝂,C05490
檫,C05491
𣝒,C05492
𣝌,C05493
𣝅,C05494
𣝓,C05495
檶,C05496
檷,C05497
㯸,C05498
櫭,C05499
𣚟,C05500
櫇,C05501
𣜁,C05502
𣝈,C05503
𣝏,C05504
𣝾,C05505
𣝍,C05506
檴,C05507
𣝘,C05508
𣝇,C05509
檲,C05510
𣝞,C05511
𣝋,C05512
𣝉,C05513
檭,C05514
𣝎,C05515
𣝕,C05516
𣝁,C05517
㯷,C05518
檰,C05519
檵,C05520
檾,C05521
𣝝,C05522
㯻,C05523
㯺,C05524
𣝚,C05525
𣞆,C05526
𣝑,C05527
𣝜,C05528
㰂,C05529
𣞐,C05530
櫎,C05531
𣞝,C05532
𣞜,C05533
𣞒,C05534
櫏,C05535
㯾,C05536
𣞔,C05537
櫔,C05538
㰁,C05539
𣟑,C05540
櫖,C05541
𣞓,C05542
櫣,C05543
櫗,C05544
𣞷,C05545
櫢,C05546
㰀,C05547
㰃,C05548
𣞗,C05549
櫍,C05550
㯿,C05551
櫞,C05552
𣞙,C05553
𣞰,C05554
㰈,C05555
𣞟,C05556
𣟋,C05557
櫶,C05558
𣟊,C05559
𣟐,C05560
𣟎,C05561
㰑,C05562
㰌,C05563
𣟌,C05564
㰊,C05565
櫮,C05566
𣟘,C05567
櫴,C05568
𣟆,C05569
櫲,C05570
㰋,C05571
櫯,C05572
𣟒,C05573
𣟏,C05574
𣟉,C05575
𣟈,C05576
櫿,C05577
㰔,C05578
欀,C05579
𣟸,C05580
𣟵,C05581
櫾,C05582
𣟹,C05583
𣟲,C05584
𣟺,C05585
𣟳,C05586
𣠔,C05587
𣟽,C05588
𣟼,C05589
𣠏,C05590
𣠎,C05591
𣠝,C05593
欇,C05594
𣠟,C05595
𣠜,C05596
𣠠,C05597
欉,C05598
欆,C05599
㰘,C05600
𣠚,C05601
𣠞,C05602
𣠛,C05603
㰚,C05604
𣡊,C05605
𣠷,C05606
㰛,C05607
𣠼,C05608
𣠸,C05609
欏,C05610
𣠹,C05611
𣠺,C05612
𣠾,C05613
𣡉,C05614
欓,C05615
𣡀,C05616
𣡥,C05617
欔,C05618
𣡎,C05619
𣡠,C05620
𣡭,C05621
𣡧,C05622
欙,C05623
欗,C05624
欚,C05625
𣡩,C05626
欜,C05627
欞,C05628
𣡶,C05629
𣢅,C05630
𣢇,C05631
㰝,C05632
𣢁,C05633
㰠,C05634
㰢,C05635
𣢓,C05636
𣢋,C05637
𣢑,C05638
𣢒,C05639
㰟,C05640
𣢊,C05641
𣢐,C05642
𣢉,C05643
欦,C05644
𣢍,C05645
𣢏,C05646
㰡,C05647
𣢠,C05648
㰤,C05649
𣢣,C05650
𣢞,C05651
㰥,C05652
欩,C05653
𣢗,C05654
㰨,C05655
欪,C05656
𣢡,C05657
𣢝,C05658
𣢛,C05659
㰧,C05660
𣢜,C05661
欮,C05662
㰪,C05663
𣢬,C05664
㰭,C05665
𣢰,C05666
㰣,C05667
㰩,C05668
𣢱,C05669
𣢴,C05671
欫,C05672
𣢳,C05673
㰫,C05674
𣢯,C05675
𣢪,C05676
㰬,C05677
欰,C05678
𣢲,C05679
㰯,C05680
㰮,C05681
㰰,C05682
𣣎,C05683
𣢺,C05684
㰴,C05685
㰵,C05686
𣣑,C05687
㰳,C05688
𣣋,C05689
㰲,C05690
𣣌,C05691
欼,C05692
𣣕,C05693
㰶,C05694
𣣉,C05695
𣣏,C05696
𣣈,C05697
𣣒,C05698
𣣟,C05699
𣣞,C05700
㰻,C05701
歁,C05702
𣣊,C05703
㰺,C05704
㰼,C05705
㰽,C05706
㰹,C05707
𣣩,C05708
歄,C05709
𣣢,C05710
㰾,C05711
𣣠,C05712
𣤇,C05713
𣣼,C05714
𣣿,C05715
𣣹,C05716
𣣲,C05717
𣣸,C05718
𣣴,C05719
㱁,C05720
㰿,C05721
𣣳,C05722
歒,C05723
㱂,C05724
𣤌,C05725
𣤈,C05726
𣤔,C05727
歏,C05728
𣤊,C05729
歑,C05730
𣤋,C05731
歖,C05732
𣤘,C05733
㱄,C05734
𣤢,C05735
㱈,C05736
㱇,C05737
㱆,C05738
𣤩,C05739
歞,C05740
㱊,C05742
𣤭,C05743
𣤬,C05744
𣤷,C05745
𣤶,C05746
𣤵,C05747
𣤴,C05748
𣤱,C05749
𣤹,C05750
㱌,C05751
㱍,C05752
𣥀,C05753
㱎,C05754
𣥂,C05755
𣥃,C05756
𣥊,C05757
𣥇,C05758
𣥋,C05759
𣥖,C05760
𣥙,C05761
歫,C05762
𣥣,C05763
𣥨,C05764
𣥳,C05765
𣥺,C05766
㱖,C05767
𣥻,C05768
𣥼,C05769
𣥹,C05770
𣥾,C05771
𣦉,C05772
𣦇,C05773
㱗,C05774
歵,C05775
𣦢,C05776
𣦦,C05777
𣦧,C05778
𣦯,C05779
𣦶,C05780
𣦵,C05781
𣦷,C05782
㱙,C05783
𣦹,C05784
𣦻,C05785
𣧂,C05787
𣧄,C05788
𣧎,C05789
𣧊,C05790
𣧌,C05791
㱛,C05792
𣧏,C05793
𣧐,C05794
𣧍,C05795
㱜,C05796
𣧖,C05797
㱚,C05798
𣧋,C05799
歽,C05800
㱞,C05801
𣧣,C05802
𣧤,C05803
㱠,C05804
𣧡,C05805
𣧦,C05806
㱟,C05807
𣧧,C05808
𣧝,C05809
殅,C05810
𣧞,C05811
𣧬,C05812
𣧥,C05813
𣧲,C05814
𣧾,C05815
𣧸,C05816
𣧹,C05817
𣧿,C05818
𣧵,C05819
𣧱,C05820
𣧷,C05821
㱡,C05822
𣧳,C05823
𣧽,C05824
𣨀,C05825
㱢,C05826
𣨉,C05827
殐,C05828
𣨊,C05829
𣨋,C05830
殎,C05831
𣨇,C05832
殌,C05833
𣨅,C05834
㱣,C05835
𣨎,C05836
𣨍,C05837
㱧,C05838
𣨣,C05839
殕,C05840
𣨛,C05841
𣨝,C05842
𣨜,C05843
𣨞,C05844
𣨢,C05845
𣨤,C05846
㱥,C05847
㱤,C05848
㱦,C05849
𣨟,C05850
𣨠,C05851
𣨘,C05852
𣨙,C05853
𣨡,C05854
𣨲,C05855
㱫,C05856
殜,C05857
𣨳,C05858
㱬,C05859
𣨶,C05860
㱰,C05861
𣩅,C05862
𣩈,C05863
㱲,C05864
殝,C05865
㱯,C05866
㱱,C05867
𣩏,C05868
㱴,C05869
𣩙,C05870
𣩔,C05871
𣩑,C05872
㱳,C05873
𣩕,C05874
𣩟,C05875
㱶,C05876
㱵,C05877
𣩠,C05878
殩,C05879
𣩢,C05880
𣩡,C05881
殨,C05882
㱸,C05883
𣩪,C05884
殬,C05885
𣩭,C05886
𣩴,C05887
𣩰,C05888
𣩯,C05889
𣩱,C05890
𣩷,C05891
㱹,C05892
㱺,C05893
𣩺,C05894
𣩻,C05895
㱻,C05896
𣪀,C05897
𣩿,C05898
㱼,C05899
㱽,C05900
𣪃,C05901
𣪂,C05902
㱾,C05903
𣪈,C05904
𣪋,C05905
𣪌,C05906
殸,C05907
𣪗,C05908
㲀,C05909
殹,C05910
㲁,C05911
㲂,C05912
㲃,C05913
𣪬,C05914
殾,C05915
𣪮,C05916
㲅,C05917
𣪯,C05918
𣪶,C05919
𣫀,C05920
㲆,C05921
㲉,C05923
𣫓,C05924
𣫐,C05925
𣫒,C05926
𣫙,C05927
𣫥,C05928
𣫣,C05929
𣫢,C05930
𣫨,C05931
𣫧,C05932
𣫬,C05933
毑,C05934
𣫹,C05935
𣬂,C05936
𣬆,C05937
㲋,C05938
𣬍,C05939
𣬎,C05940
𣬏,C05941
𣬐,C05942
𣬕,C05943
𣬗,C05944
𣬚,C05945
𣬛,C05946
㲌,C05947
𣬪,C05948
㲍,C05949
𣬬,C05950
𣬫,C05951
㲏,C05952
𣬩,C05953
𣬻,C05954
毠,C05956
𣬹,C05957
𣬺,C05958
𣬼,C05959
𣬽,C05960
𣭇,C05961
𣬿,C05962
𣭄,C05963
𣭮,C05964
毩,C05965
毢,C05966
㲓,C05967
毧,C05968
㲙,C05969
𣭝,C05970
𣭡,C05971
𣭣,C05972
𣭠,C05973
毪,C05974
毥,C05975
㲚,C05976
㲔,C05977
𣭷,C05978
毭,C05979
㲖,C05980
𣭻,C05981
㲕,C05982
㲗,C05983
𣭺,C05984
𣭴,C05985
𣭹,C05986
㲞,C05987
𣮈,C05988
𣮉,C05989
𣮊,C05990
𣮔,C05991
𣮏,C05992
𣮎,C05993
毱,C05994
㲝,C05995
𣮐,C05996
㲛,C05997
㲢,C05998
𣮧,C05999
㲡,C06000
毷,C06001
㲟,C06002
毸,C06003
㲤,C06004
𩫁,C06005
㲥,C06006
𣯇,C06007
𣯆,C06008
㲦,C06009
𣯎,C06010
㲧,C06011
𣯏,C06012
𣯜,C06013
𣮹,C06014
𣯬,C06015
𣯭,C06016
𣯩,C06017
𣯪,C06018
𣯨,C06019
氃,C06020
㲪,C06021
𣯼,C06022
𣯻,C06023
㲫,C06024
氆,C06025
𣯹,C06026
㲬,C06027
氉,C06028
𣰌,C06029
𣰎,C06030
㲰,C06031
𣰨,C06032
㲯,C06033
氋,C06034
𣰛,C06035
𣰚,C06036
𣰜,C06037
𣰬,C06038
氌,C06039
䶰,C06040
𣰶,C06041
𣰷,C06042
𣰼,C06043
𣰿,C06044
㲲,C06045
氒,C06046
𣱈,C06047
𣱉,C06048
㲳,C06049
𣱐,C06050
𣱓,C06051
㲴,C06052
氝,C06053
𣱠,C06054
氡,C06055
氥,C06056
𣱡,C06057
氭,C06058
𣱤,C06059
㲸,C06060
氹,C06061
㲺,C06062
氻,C06063
𣱶,C06064
㲹,C06065
㲼,C06066
㲽,C06068
汘,C06069
汑,C06070
汷,C06071
汌,C06072
𣲀,C06073
𣲂,C06074
㳆,C06075
汿,C06076
沑,C06077
沞,C06078
汥,C06079
㳀,C06080
𣲑,C06081
㳁,C06082
𣲏,C06083
𣲓,C06084
汮,C06085
汻,C06086
汼,C06087
沟,C06088
𣲒,C06089
沎,C06090
汵,C06091
沊,C06092
沝,C06093
沀,C06094
泞,C06095
𣲽,C06096
泀,C06097
泦,C06098
洰,C06099
𣲳,C06100
𣳊,C06101
泋,C06102
㳐,C06103
泍,C06104
泇,C06105
沰,C06106
㳍,C06107
𣲾,C06108
泹,C06109
𣲷,C06110
㳌,C06111
𣳀,C06112
𣲵,C06113
㳏,C06114
𣲶,C06115
泏,C06116
㳘,C06117
泩,C06118
𣲲,C06119
㳋,C06120
㳎,C06121
泑,C06122
𣳣,C06123
洝,C06124
㳖,C06125
浂,C06126
洣,C06127
𣳩,C06128
泿,C06129
洔,C06130
洅,C06131
洁,C06132
洓,C06133
洘,C06134
洆,C06135
𣳰,C06136
洷,C06137
㳚,C06138
洃,C06139
洏,C06140
𣳤,C06141
㳛,C06142
𣳲,C06143
浀,C06144
洇,C06145
𣳷,C06146
𣳭,C06147
洠,C06148
𣳬,C06149
洡,C06150
洬,C06151
洈,C06152
洢,C06153
㳜,C06154
𣳦,C06155
㳞,C06156
洉,C06157
洐,C06158
𣴖,C06159
㳗,C06160
洕,C06161
洯,C06162
浨,C06163
涋,C06164
浫,C06165
㳥,C06166
㳦,C06167
浳,C06168
浗,C06169
㳧,C06170
㳩,C06171
浾,C06172
𣴷,C06173
𣵱,C06174
㳳,C06175
㳪,C06176
𣴨,C06177
浝,C06178
涀,C06179
涄,C06180
洖,C06181
涃,C06182
浻,C06183
𣴣,C06184
浖,C06185
浽,C06186
涏,C06187
浵,C06188
涐,C06189
𣴢,C06190
𣴟,C06191
𣴥,C06192
浛,C06193
𣴞,C06194
㳫,C06195
𣶆,C06196
淁,C06197
㳴,C06198
㳾,C06199
淃,C06200
𣶏,C06201
淎,C06202
𣷵,C06203
涺,C06204
㴁,C06205
𣵹,C06206
𣶥,C06207
𣶝,C06208
㴂,C06209
淕,C06210
𣵷,C06211
㳻,C06212
㳹,C06213
𣶾,C06214
𣶖,C06215
𣶐,C06216
𣶈,C06217
淂,C06218
淏,C06219
淉,C06220
淐,C06221
𣶀,C06222
𣷡,C06223
𣶞,C06224
淲,C06225
𣶤,C06226
淓,C06227
淽,C06228
㴀,C06229
𣶡,C06230
㳸,C06231
𣷶,C06232
㴄,C06233
𣶍,C06234
涭,C06235
㳶,C06236
𣶋,C06237
𣵸,C06238
淗,C06239
渄,C06240
淍,C06241
涻,C06242
㳵,C06243
涹,C06244
𣶘,C06245
㳷,C06246
淣,C06247
㴈,C06248
𣶂,C06249
𣸊,C06250
㳼,C06251
渧,C06252
𣸘,C06253
㴏,C06254
湥,C06255
涶,C06256
𣸔,C06257
湸,C06258
湤,C06259
㴒,C06260
湵,C06261
渞,C06262
㴚,C06263
渘,C06264
湷,C06265
湕,C06266
𣸉,C06267
𣷾,C06268
𣸝,C06269
㴗,C06270
湈,C06271
𣸅,C06272
㴛,C06273
𣷿,C06274
湹,C06275
湏,C06276
𣸀,C06277
𣸛,C06278
㴐,C06279
㴘,C06280
湒,C06281
湦,C06282
𣸚,C06283
㴓,C06284
湂,C06285
𣸋,C06286
𣸙,C06287
𣸃,C06288
渵,C06289
渶,C06290
𣸎,C06291
𣹇,C06292
㴔,C06293
湪,C06294
㴙,C06295
湰,C06296
𣸄,C06297
𣹚,C06298
𣸇,C06299
𣸠,C06300
湚,C06301
𣸗,C06302
㴝,C06303
㴦,C06304
㴭,C06305
𣹧,C06306
𣹞,C06307
𣹪,C06308
㴶,C06309
滘,C06310
㴵,C06311
㴫,C06312
溙,C06313
溸,C06314
𣹲,C06315
㴷,C06316
溨,C06317
㴳,C06318
㴳,C06319
溒,C06320
𣹡,C06321
溎,C06322
溍,C06323
𣺁,C06324
𣹩,C06325
溑,C06326
溤,C06327
溡,C06328
溻,C06329
㴸,C06330
𣺰,C06331
溿,C06332
溳,C06333
溭,C06334
𣺬,C06335
𣺀,C06336
溚,C06337
𣹵,C06338
㴥,C06339
𣹱,C06340
㴰,C06341
𣹶,C06342
㴨,C06343
滐,C06344
滊,C06345
㴯,C06346
𣹯,C06347
溗,C06348
溩,C06349
㴧,C06350
溮,C06351
㴪,C06352
㴬,C06353
𣹮,C06354
溣,C06355
溵,C06356
𣹤,C06357
㴲,C06358
㴼,C06359
滰,C06360
滳,C06361
滽,C06362
㵂,C06363
𣻕,C06364
𣻓,C06365
㵀,C06366
𣼠,C06367
漛,C06368
𣻢,C06369
𣻬,C06370
𣻱,C06371
𣻛,C06372
滶,C06373
𣼚,C06374
漹,C06375
漖,C06376
𣻪,C06377
漌,C06378
漜,C06379
滼,C06380
漤,C06381
𣻘,C06382
漺,C06383
漝,C06384
漟,C06385
𣻫,C06386
㵃,C06387
漍,C06388
